# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
node1;1;2021-04-27 00:04:05 UTC;lo;13.00;13.00;21.24;21.24;0.00;0.00;0.00
node1;1;2021-04-27 00:04:05 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:06 UTC;eth0;37.00;8.00;44.11;1.50;0.00;0.00;0.00
node1;1;2021-04-27 00:04:06 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:06 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:06 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:06 UTC;lo;2.00;2.00;2.10;2.10;0.00;0.00;0.00
node1;1;2021-04-27 00:04:06 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:07 UTC;eth0;29.00;26.00;13.50;19.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:07 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:07 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:07 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:07 UTC;lo;6.00;6.00;16.26;16.26;0.00;0.00;0.00
node1;1;2021-04-27 00:04:07 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:08 UTC;eth0;36.00;5.00;45.52;0.34;0.00;0.00;0.00
node1;1;2021-04-27 00:04:08 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:08 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:08 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:08 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:08 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:09 UTC;eth0;26.00;25.00;11.32;18.93;0.00;0.00;0.00
node1;1;2021-04-27 00:04:09 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 00:04:09 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
