# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
osd1;1;2021-04-26 21:51:24 UTC;-1;0.17;0.00;0.23;0.54;0.00;0.00;0.04;0.00;0.00;99.02
osd1;1;2021-04-26 21:51:25 UTC;-1;0.13;0.00;0.23;0.40;0.00;0.00;0.02;0.00;0.00;99.23
osd1;1;2021-04-26 21:51:26 UTC;-1;0.10;0.00;0.21;0.33;0.00;0.00;0.00;0.00;0.00;99.35
osd1;1;2021-04-26 21:51:27 UTC;-1;0.17;0.00;0.21;0.31;0.00;0.00;0.04;0.00;0.00;99.27
osd1;1;2021-04-26 21:51:28 UTC;-1;0.17;0.00;0.17;0.31;0.00;0.00;0.02;0.00;0.00;99.33
osd1;1;2021-04-26 21:51:29 UTC;-1;0.13;0.00;0.21;0.38;0.00;0.00;0.00;0.00;0.00;99.29
osd1;1;2021-04-26 21:51:30 UTC;-1;0.10;0.00;0.21;0.38;0.00;0.00;0.02;0.00;0.00;99.29
osd1;1;2021-04-26 21:51:31 UTC;-1;0.15;0.00;0.27;0.44;0.00;0.00;0.02;0.00;0.00;99.12
osd1;1;2021-04-26 21:51:32 UTC;-1;0.29;0.00;0.31;0.35;0.00;0.00;0.02;0.00;0.00;99.02
osd1;1;2021-04-26 21:51:33 UTC;-1;0.13;0.00;0.21;0.40;0.00;0.00;0.02;0.00;0.00;99.25
osd1;1;2021-04-26 21:51:34 UTC;-1;0.13;0.00;0.19;0.40;0.00;0.00;0.02;0.00;0.00;99.27
osd1;1;2021-04-26 21:51:35 UTC;-1;0.13;0.00;0.23;0.40;0.00;0.00;0.04;0.00;0.00;99.21
osd1;1;2021-04-26 21:51:36 UTC;-1;0.08;0.00;0.19;0.31;0.00;0.00;0.02;0.00;0.00;99.40
osd1;1;2021-04-26 21:51:37 UTC;-1;0.13;0.00;0.21;0.35;0.00;0.00;0.02;0.00;0.00;99.29
osd1;1;2021-04-26 21:51:38 UTC;-1;0.13;0.00;0.27;0.31;0.00;0.00;0.02;0.00;0.00;99.27
