# hostname;interval;timestamp;IFACE;rxpck/s;txpck/s;rxkB/s;txkB/s;rxcmp/s;txcmp/s;rxmcst/s
osd1;1;2021-04-27 06:26:10 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:12 UTC;eth0;62268.00;36711.00;90377.23;50743.27;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:12 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:12 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:13 UTC;eth0;31060.00;17942.00;45186.49;24849.97;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:13 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:13 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:13 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:14 UTC;eth0;59189.00;27933.00;86070.49;37935.54;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:10 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:13 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:11 UTC;eth0;62698.00;28025.00;91445.73;37855.96;0.00;0.00;0.00
node1;1;2021-04-27 06:26:13 UTC;lo;10.00;10.00;5.67;5.67;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:11 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:13 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:11 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:14 UTC;eth0;54.00;20.00;54.54;7.51;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:11 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:14 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:11 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:14 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:12 UTC;eth0;31080.00;14223.00;45188.51;19449.65;0.00;0.00;0.00
node1;1;2021-04-27 06:26:14 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:12 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd2;1;2021-04-27 06:26:14 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:14 UTC;lo;9.00;9.00;13.46;13.46;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:12 UTC;eth2;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:12 UTC;eth3;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:12 UTC;lo;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:14 UTC;ib0;0.00;0.00;0.00;0.00;0.00;0.00;0.00
node1;1;2021-04-27 06:26:15 UTC;eth0;94.00;34.00;101.00;16.32;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:13 UTC;eth0;61376.00;30850.00;89293.92;42132.58;0.00;0.00;0.00
node1;1;2021-04-27 06:26:15 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
osd1;1;2021-04-27 06:26:13 UTC;eth1;0.00;0.00;0.00;0.00;0.00;0.00;0.00
